CHROM,sw_Str,834927.AvgLD,834931.AvgLD,sSNP,toatalSNP,sSNP/totalSNP,smthedRatio
2,4230001,59,71,1857,4098,0.45314787701317716,0.454126870087828
2,4240001,59,71,1854,4093,0.4529684827754703,0.45330806480273256
2,4250001,59,71,1854,4091,0.4531899291126864,0.4524048626429577
2,4260001,59,71,1852,4087,0.4531441154881331,0.45144748005370994
2,4270001,59,71,1852,4087,0.4531441154881331,0.4503386006238096
2,4280001,59,71,1852,4095,0.45225885225885226,0.44936012835419936
2,4290001,59,71,1851,4096,0.451904296875,0.4485434831551216
2,4300001,59,71,1850,4095,0.4517704517704518,0.44745792749381763
2,4310001,59,71,1850,4105,0.45066991473812423,0.44620918142942073
2,4320001,59,72,1844,4181,0.44104281272422863,0.4449418164212929
2,4330001,59,71,1843,4187,0.440171960831144,0.44348231350642126
2,4340001,59,71,1843,4187,0.440171960831144,0.44199220370745707
2,4350001,59,71,1843,4186,0.4402771141901577,0.44041288662085987
2,4360001,59,72,1843,4182,0.44069823051171686,0.4385541086502117
2,4370001,59,71,1830,4165,0.43937575030012005,0.4365230358829319
2,4380001,59,71,1759,4061,0.4331445456784043,0.4344225411902217
2,4390001,59,71,1722,3997,0.4308231173380035,0.43205764570653904
2,4400001,59,71,1667,3916,0.42568947906026555,0.4294817646080064
2,4410001,59,71,1652,3889,0.42478786320390843,0.42693376842749153
2,4420001,59,71,1600,3810,0.4199475065616798,0.4241160105675566
2,4430001,59,71,1594,3789,0.4206914753233043,0.42109834024855053
2,4440001,59,71,1564,3742,0.4179583110636024,0.4179246631042295
2,4450001,59,71,1543,3717,0.41511972020446597,0.41454404846876725
2,4460001,59,71,1511,3655,0.413406292749658,0.41097770253867044
2,4470001,59,72,1490,3599,0.41400388996943593,0.407322634801387
2,4480001,59,71,1431,3519,0.40664961636828645,0.4036285599243167
2,4490001,59,71,1410,3481,0.4050560183855214,0.3999322670310126
2,4500001,59,71,1353,3376,0.40077014218009477,0.3959929811295438
2,4510001,59,70,1299,3284,0.39555420219244825,0.39197249086628516
2,4520001,59,70,1258,3203,0.3927567905088979,0.3879234734063548
2,4530001,59,70,1224,3149,0.38869482375357256,0.383778068668962
2,4540001,58,70,1139,3024,0.37665343915343913,0.3794249100536866
2,4550001,58,69,1093,2914,0.37508579272477693,0.3752746218123211
2,4560001,59,69,1053,2824,0.3728753541076487,0.3711305412133723
2,4570001,58,69,1006,2759,0.3646248640811888,0.36674954100482055
2,4580001,58,69,985,2721,0.36199926497611173,0.36225501336229365
2,4590001,58,69,929,2629,0.35336629897299354,0.3583025529314131
2,4600001,58,69,874,2525,0.3461386138613861,0.3543898302104166
2,4610001,58,69,859,2487,0.3453960595094491,0.35040624150881544
2,4620001,58,69,810,2372,0.3414839797639123,0.3464772808461522
2,4630001,58,68,783,2349,0.3333333333333333,0.3422134588427508
2,4640001,58,68,773,2328,0.3320446735395189,0.33743712787015717
2,4650001,58,68,747,2265,0.32980132450331123,0.33242486753627365
2,4660001,58,68,680,2139,0.3179055633473586,0.326998485315047
2,4670001,58,68,668,2109,0.31673779042200095,0.3213250436447848
2,4680001,57,68,661,2107,0.31371618414807784,0.3153309609595762
2,4690001,57,67,640,2073,0.3087313072841293,0.30922743543671977
2,4700001,57,67,621,2028,0.3062130177514793,0.3031394590787167
2,4710001,57,67,584,1925,0.30337662337662336,0.29716749077553195
2,4720001,57,67,568,1905,0.29816272965879265,0.2912924003023577
2,4730001,57,67,529,1816,0.29129955947136565,0.28536360305427566
2,4740001,58,66,464,1646,0.2818955042527339,0.279188007828527
2,4750001,58,67,449,1595,0.28150470219435736,0.27296939275482485
2,4760001,57,66,420,1517,0.27686222808174027,0.26666535525689694
2,4770001,57,66,390,1442,0.27045769764216365,0.26029538058800034
2,4780001,57,66,369,1383,0.2668112798264642,0.2539526152342193
2,4790001,57,66,360,1348,0.26706231454005935,0.24769267375286053
2,4800001,58,66,319,1256,0.25398089171974525,0.24123608115784081
2,4810001,58,67,300,1213,0.247320692497939,0.23490275003984895
2,4820001,60,69,277,1113,0.24887690925426775,0.22869763257994322
2,4830001,60,70,251,1058,0.23724007561436672,0.22243427703908392
2,4840001,60,68,200,958,0.20876826722338204,0.21630459341350522
2,4850001,60,68,178,909,0.19581958195819582,0.21017532009405793
2,4860001,60,68,162,869,0.18642117376294592,0.20406615034077782
2,4870001,60,68,140,810,0.1728395061728395,0.19822983804983246
2,4880001,60,67,139,812,0.17118226600985223,0.19260595627325872
2,4890001,60,68,138,803,0.1718555417185554,0.1870958286693223
2,4900001,60,68,134,798,0.16791979949874686,0.18190492300361522
2,4910001,60,68,134,797,0.16813048933500627,0.1770990343270834
2,4920001,60,68,134,796,0.16834170854271358,0.17231980679540565
2,4930001,60,68,134,795,0.16855345911949685,0.16788608225607793
2,4940001,60,68,134,794,0.16876574307304787,0.16376545932293812
2,4950001,60,67,127,782,0.16240409207161124,0.16001014035137803
2,4960001,60,67,117,768,0.15234375,0.15659733909091092
2,4970001,60,67,108,751,0.14380825565912117,0.15352861914338803
2,4980001,60,67,108,751,0.14380825565912117,0.1507739101618848
2,4990001,60,67,108,751,0.14380825565912117,0.14828938754675805
2,5000001,60,67,108,751,0.14380825565912117,0.14601568054261174
2,5010001,60,67,108,750,0.144,0.1441694928502
2,5020001,60,67,107,745,0.1436241610738255,0.142674849871216
2,5030001,60,67,107,745,0.1436241610738255,0.14143856932417367
2,5040001,60,67,105,742,0.14150943396226415,0.14055505012543645
2,5050001,60,67,105,745,0.14093959731543623,0.14020403721132174
2,5060001,60,67,105,748,0.14037433155080214,0.13992661619080113
2,5070001,60,67,105,748,0.14037433155080214,0.13991683199401586
2,5080001,60,67,106,749,0.14152202937249667,0.1403806900551902
2,5090001,60,67,107,750,0.14266666666666666,0.14090284966198818
2,5100001,60,67,107,748,0.14304812834224598,0.14096640823101744
2,5110001,60,67,107,741,0.14439946018893388,0.1409200405576957
2,5120001,60,67,107,740,0.1445945945945946,0.1407846267930008
2,5130001,60,67,107,739,0.14479025710419485,0.14037144789560238
2,5140001,60,67,107,741,0.14439946018893388,0.139998429861907
2,5150001,60,67,107,741,0.14439946018893388,0.1395226934017711
2,5160001,60,67,105,739,0.14208389715832206,0.13907146087430178
2,5170001,60,67,105,739,0.14208389715832206,0.1387688424076611
2,5180001,60,67,105,739,0.14208389715832206,0.13866061676764155
2,5190001,60,67,105,738,0.14227642276422764,0.1386682739071889
2,5200001,60,67,102,734,0.13896457765667575,0.13886272292194207
2,5210001,60,67,102,733,0.13915416098226466,0.1390458629456412
2,5220001,60,67,105,751,0.13981358189081225,0.13899829104433073
2,5230001,60,67,105,752,0.13962765957446807,0.13874887904724398
2,5240001,60,67,105,754,0.13925729442970822,0.13853763074076716
2,5250001,60,67,104,755,0.13774834437086092,0.13840268139448955
2,5260001,60,67,104,754,0.13793103448275862,0.13829056110730847
2,5270001,60,67,103,752,0.13696808510638298,0.13820822145273154
2,5280001,60,67,103,750,0.13733333333333334,0.1381336631208804
2,5290001,60,67,103,750,0.13733333333333334,0.13808422568039863
2,5300001,60,67,102,752,0.1356382978723404,0.13799201274587916
2,5310001,60,67,101,744,0.135752688172043,0.1378784872768943
2,5320001,60,67,100,743,0.13458950201884254,0.1377494380646543
2,5330001,60,67,100,741,0.1349527665317139,0.1376614076088441
2,5340001,60,67,100,734,0.1362397820163488,0.13777039585775833
2,5350001,60,67,99,733,0.13506139154160982,0.13789789210040945
2,5360001,60,67,98,732,0.13387978142076504,0.13806420069971106
2,5370001,60,67,98,733,0.13369713506139155,0.13823577277347449
2,5380001,60,67,98,732,0.13387978142076504,0.13839521191438794
2,5390001,60,67,98,731,0.13406292749658003,0.13856506521658007
2,5400001,60,67,98,688,0.14244186046511628,0.138777871948426
2,5410001,60,67,98,687,0.14264919941775836,0.13898511514033682
2,5420001,60,67,98,687,0.14264919941775836,0.13909590909364436
2,5430001,60,66,97,687,0.14119359534206696,0.1392780628964143
2,5440001,60,67,97,680,0.1426470588235294,0.1394461180782018
2,5450001,60,67,97,683,0.14202049780380674,0.13961452247524236
2,5460001,60,67,96,681,0.14096916299559473,0.13976747462413538
2,5470001,60,67,97,682,0.14222873900293256,0.13988638973046325
2,5480001,60,67,97,681,0.14243759177679882,0.13998480885027492
2,5490001,60,67,97,682,0.14222873900293256,0.14011812427811063
2,5500001,60,67,96,683,0.14055636896046853,0.14037209481916538
2,5510001,60,67,96,683,0.14055636896046853,0.14098241935682534
2,5520001,60,67,96,683,0.14055636896046853,0.14144965112753893
2,5530001,60,67,96,682,0.14076246334310852,0.1421698216793665
2,5540001,60,67,96,682,0.14076246334310852,0.142886414998711
2,5550001,60,67,96,682,0.14076246334310852,0.14324367674047822
2,5560001,60,67,96,679,0.14138438880706922,0.14354668971469386
2,5570001,60,67,96,677,0.14180206794682423,0.14362031707159648
2,5580001,60,67,95,675,0.14074074074074075,0.14324878288866139
2,5590001,62,70,98,726,0.1349862258953168,0.14254001855967774
2,5600001,62,70,98,726,0.1349862258953168,0.14154426833839528
2,5610001,62,70,97,726,0.13360881542699724,0.14026940449980607
2,5620001,63,70,97,721,0.13453536754507628,0.13866642598724382
2,5630001,63,70,97,717,0.13528591352859135,0.13683448335585116
2,5640001,63,70,97,716,0.13547486033519554,0.13472901874144094
2,5650001,63,70,96,717,0.13389121338912133,0.13236056229686233
2,5660001,63,70,96,715,0.13426573426573427,0.1300455289579069
2,5670001,63,71,96,709,0.13540197461212977,0.12767990611755733
2,5680001,63,70,93,700,0.13285714285714287,0.1251159320885602
2,5690001,63,70,93,699,0.13304721030042918,0.12240437842979184
2,5700001,63,70,93,699,0.13304721030042918,0.11967539753342665
2,5710001,63,70,90,695,0.12949640287769784,0.11673615471964235
2,5720001,63,70,90,695,0.12949640287769784,0.11368774874346124
2,5730001,63,70,90,694,0.12968299711815562,0.1105297744396164
2,5740001,63,71,86,677,0.12703101920236337,0.10726091026901236
2,5750001,64,72,79,656,0.12042682926829268,0.10394021945186267
2,5760001,64,72,64,626,0.10223642172523961,0.1004789601280929
2,5770001,66,74,57,565,0.10088495575221239,0.09699873781742133
2,5780001,66,75,43,516,0.08333333333333333,0.09346095850508346
2,5790001,67,75,36,490,0.07346938775510205,0.08986424036244231
2,5800001,67,76,36,480,0.075,0.08626709875607144
2,5810001,67,76,29,454,0.06387665198237885,0.08269030556714294
2,5820001,68,76,26,438,0.0593607305936073,0.07922873422506992
2,5830001,68,76,27,442,0.06108597285067873,0.07584725709264553
2,5840001,68,76,27,440,0.06136363636363636,0.07251888695590133
2,5850001,68,76,27,438,0.06164383561643835,0.06916228257210615
2,5860001,67,75,27,453,0.059602649006622516,0.06594001236032086
2,5870001,67,75,27,455,0.05934065934065934,0.0627616244437379
2,5880001,67,75,26,457,0.05689277899343545,0.05972523281416726
2,5890001,67,75,26,459,0.05664488017429194,0.056905327654445954
2,5900001,67,75,26,459,0.05664488017429194,0.054234630686181576
2,5910001,66,74,26,469,0.05543710021321962,0.051750271415366624
2,5920001,65,71,26,515,0.05048543689320388,0.04945572485336387
2,5930001,65,71,26,514,0.05058365758754864,0.04739720846117664
2,5940001,64,71,24,502,0.04780876494023904,0.045493142626758735
2,5950001,65,72,22,505,0.04356435643564356,0.043841701862322724
2,5960001,65,72,22,497,0.04426559356136821,0.04246754940041455
2,5970001,65,72,21,506,0.041501976284584984,0.04128234737120162
2,5980001,65,72,21,505,0.041584158415841586,0.04039136876083167
2,5990001,65,72,21,505,0.041584158415841586,0.03983180752389288
2,6000001,65,72,20,503,0.039761431411530816,0.03953872823347178
2,6010001,65,73,20,501,0.03992015968063872,0.03938604126544518
2,6020001,66,73,19,499,0.03807615230460922,0.038980335029254236
2,6030001,66,73,19,498,0.03815261044176707,0.038758013225786765
2,6040001,65,72,19,482,0.03941908713692946,0.03822868579629775
2,6050001,65,72,19,482,0.03941908713692946,0.037491459138520526
2,6060001,65,72,19,481,0.0395010395010395,0.03691764061837947
2,6070001,65,72,18,478,0.03765690376569038,0.03588922651279432
2,6080001,65,72,18,480,0.0375,0.034769453850746035
2,6090001,65,72,18,480,0.0375,0.03387713078779356
2,6100001,65,72,17,479,0.03549060542797495,0.03313627616734545
2,6110001,65,72,16,477,0.033542976939203356,0.032570229008981336
2,6120001,65,72,16,474,0.03375527426160337,0.03210860149852117
2,6130001,65,72,16,475,0.03368421052631579,0.0318608688791069
2,6140001,65,72,15,474,0.03164556962025317,0.03168388926504385
2,6150001,65,72,15,468,0.03205128205128205,0.031634118344371395
2,6160001,65,72,14,468,0.029914529914529916,0.031718038456079525
2,6170001,65,72,14,465,0.030107526881720432,0.031969986707436684
2,6180001,65,72,14,459,0.030501089324618737,0.03218822433833407
2,6190001,65,72,14,456,0.03070175438596491,0.0325095048372792
2,6200001,65,72,14,453,0.03090507726269316,0.03281939465135107
2,6210001,65,72,14,453,0.03090507726269316,0.03308377997792906
2,6220001,65,73,14,455,0.03076923076923077,0.03343835257888149
2,6230001,65,72,14,451,0.031042128603104215,0.033774919336691286
2,6240001,65,72,14,451,0.031042128603104215,0.03418612787488963
2,6250001,65,72,14,453,0.03090507726269316,0.034648784634490545
2,6260001,65,72,14,453,0.03090507726269316,0.03516459129078184
2,6270001,65,72,14,453,0.03090507726269316,0.03571250286251869
2,6280001,65,72,14,442,0.03167420814479638,0.03622826433628032
2,6290001,64,72,14,443,0.03160270880361174,0.036772335256273526
2,6300001,64,72,15,444,0.033783783783783786,0.03737154752575556
2,6310001,64,72,15,434,0.03456221198156682,0.03798233906457209
2,6320001,56,61,15,341,0.04398826979472141,0.03861860075506395
2,6330001,57,62,16,336,0.047619047619047616,0.03921802357534577
2,6340001,57,63,16,342,0.04678362573099415,0.0397942284380062
2,6350001,58,63,17,359,0.04735376044568245,0.04038641152954119
2,6360001,58,63,17,359,0.04735376044568245,0.04092838493222768
2,6370001,58,63,17,359,0.04735376044568245,0.041409031994648
2,6380001,57,62,16,355,0.04507042253521127,0.0418245394112385
2,6390001,57,62,16,355,0.04507042253521127,0.04223452181869344
2,6400001,57,62,16,354,0.04519774011299435,0.042576912257839904
2,6410001,57,62,16,352,0.045454545454545456,0.04291623341362938
2,6420001,57,62,15,348,0.04310344827586207,0.0431733509268184
2,6430001,57,62,15,348,0.04310344827586207,0.04337665215542169
2,6440001,57,62,15,348,0.04310344827586207,0.0435746964435746
2,6450001,58,63,15,341,0.04398826979472141,0.04373432529560925
2,6460001,58,63,15,341,0.04398826979472141,0.04386765434559113
2,6470001,58,63,15,341,0.04398826979472141,0.043965972130407774
2,6480001,58,63,15,341,0.04398826979472141,0.04402157992496771
2,6490001,58,62,15,346,0.04335260115606936,0.04404361540237186
2,6500001,58,62,15,346,0.04335260115606936,0.0440215448694188
2,6510001,57,62,14,341,0.04105571847507331,0.04394766159126417
2,6520001,57,62,14,341,0.04105571847507331,0.04382232067661724
2,6530001,57,62,14,341,0.04105571847507331,0.043642226588049796
2,6540001,58,62,14,344,0.040697674418604654,0.04342901360063875
2,6550001,58,62,14,344,0.040697674418604654,0.04315675549073949
2,6560001,58,62,14,341,0.04105571847507331,0.042894914378793024
2,6570001,58,62,14,341,0.04105571847507331,0.04260798049011902
2,6580001,58,62,14,341,0.04105571847507331,0.042589957596885206
2,6590001,58,63,14,332,0.04216867469879518,0.0426930025517949
2,6600001,58,63,14,332,0.04216867469879518,0.042744396901739014
2,6610001,58,63,14,332,0.04216867469879518,0.04283725318902436
2,6620001,58,63,14,332,0.04216867469879518,0.042965982069991415
2,6630001,60,65,14,315,0.044444444444444446,0.043114619279434
2,6640001,60,65,14,314,0.044585987261146494,0.04322853723030978
2,6650001,60,65,14,314,0.044585987261146494,0.04336794572582375
2,6660001,60,65,14,314,0.044585987261146494,0.043536359877819675
2,6670001,60,65,14,315,0.044444444444444446,0.04373812935145523
2,6680001,61,66,14,308,0.045454545454545456,0.043889682951546306
2,6690001,60,66,14,311,0.04501607717041801,0.043976348950762675
2,6700001,61,67,14,308,0.045454545454545456,0.04408919462038796
2,6710001,61,67,14,308,0.045454545454545456,0.04425519418322044
2,6720001,61,67,14,308,0.045454545454545456,0.044369499538930136
2,6730001,61,67,14,308,0.045454545454545456,0.04445245346084488
2,6740001,61,67,14,308,0.045454545454545456,0.04459194867492966
2,6750001,61,67,14,308,0.045454545454545456,0.04468602011570877
2,6760001,61,67,14,308,0.045454545454545456,0.0448435460324271
2,6770001,61,67,14,308,0.045454545454545456,0.0449864484820974
2,6780001,61,67,14,308,0.045454545454545456,0.04517176026767336
2,6790001,61,67,14,308,0.045454545454545456,0.04540025899565196
2,6800001,61,67,14,308,0.045454545454545456,0.04563536243540455
2,6810001,61,67,14,308,0.045454545454545456,0.04581134282516091
2,6820001,61,67,14,308,0.045454545454545456,0.04604309143390601
2,6830001,60,66,14,311,0.04501607717041801,0.04639505604946214
2,6840001,60,66,14,311,0.04501607717041801,0.046846293495087836
2,6850001,60,66,15,320,0.046875,0.04732767526416999
2,6860001,60,65,15,318,0.04716981132075472,0.04773230651850383
2,6870001,60,65,15,318,0.04716981132075472,0.04807386603475109
2,6880001,60,65,15,314,0.04777070063694268,0.04844395520577369
2,6890001,60,65,15,314,0.04777070063694268,0.048900815962503626
2,6900001,60,65,15,314,0.04777070063694268,0.04941317910028701
2,6910001,60,65,15,314,0.04777070063694268,0.04994287438831132
2,6920001,60,65,15,314,0.04777070063694268,0.05050395553884046
2,6930001,60,65,15,314,0.04777070063694268,0.05108108535523419
2,6940001,60,65,16,316,0.05063291139240506,0.051748132534499815
2,6950001,60,65,16,316,0.05063291139240506,0.05246836329499393
2,6960001,60,65,16,316,0.05063291139240506,0.053192925965974844
2,6970001,60,65,17,317,0.05362776025236593,0.054008075387688155
2,6980001,60,65,18,319,0.05642633228840126,0.05478382677668524
2,6990001,60,65,18,319,0.05642633228840126,0.055523423649971676
2,7000001,60,65,19,320,0.059375,0.05621519348219356
2,7010001,60,65,19,320,0.059375,0.05686801544693734
2,7020001,60,65,19,320,0.059375,0.05747944431225091
2,7030001,60,65,19,320,0.059375,0.05797848356329384
2,7040001,60,65,19,321,0.059190031152647975,0.05839313246697525
2,7050001,60,65,19,318,0.059748427672955975,0.058768764101463124
2,7060001,60,65,20,317,0.06309148264984227,0.05911991057634109
2,7070001,60,65,20,317,0.06309148264984227,0.05944297155008456
2,7080001,60,65,19,316,0.060126582278481014,0.059734346681168914
2,7090001,60,65,18,315,0.05714285714285714,0.059971195336782926
2,7100001,60,65,18,314,0.05732484076433121,0.060182565875283686
2,7110001,60,65,19,315,0.06031746031746032,0.060421573828239136
2,7120001,60,65,20,316,0.06329113924050633,0.06062239971891665
2,7130001,60,65,20,316,0.06329113924050633,0.06077517516738072
2,7140001,60,65,20,314,0.06369426751592357,0.060940702310859005
2,7150001,60,65,20,317,0.06309148264984227,0.0610582551980302
2,7160001,60,65,20,315,0.06349206349206349,0.06111956028293218
2,7170001,60,65,20,316,0.06329113924050633,0.06113590168997278
2,7180001,60,65,20,316,0.06329113924050633,0.061087941705902586
2,7190001,60,64,20,324,0.06172839506172839,0.060973215874956806
2,7200001,60,65,20,336,0.05952380952380952,0.06081822377124152
2,7210001,60,65,20,336,0.05952380952380952,0.0606220105264795
2,7220001,61,66,18,323,0.05572755417956656,0.060455135679972544
2,7230001,61,66,18,322,0.055900621118012424,0.060324202836561876
2,7240001,61,66,18,322,0.055900621118012424,0.060239087679677866
2,7250001,61,66,18,320,0.05625,0.06011570843539141
2,7260001,61,66,18,320,0.05625,0.060060221122783995
2,7270001,61,66,18,320,0.05625,0.05999424585799031
2,7280001,61,66,19,323,0.058823529411764705,0.05991794662515655
2,7290001,61,66,20,329,0.060790273556231005,0.059831487408428904
2,7300001,61,66,20,326,0.06134969325153374,0.05972903680314386
2,7310001,61,66,20,326,0.06134969325153374,0.059633743212043094
2,7320001,61,66,20,326,0.06134969325153374,0.059657453004727
2,7330001,61,66,20,326,0.06134969325153374,0.05961771279606071
2,7340001,61,66,20,325,0.06153846153846154,0.05949860095103088
2,7350001,60,65,20,328,0.06097560975609756,0.059292660031872724
2,7360001,60,65,20,331,0.06042296072507553,0.05911678711914904
2,7370001,60,65,20,330,0.06060606060606061,0.059023150193970954
2,7380001,61,65,20,329,0.060790273556231005,0.059054565463051385
2,7390001,60,64,20,337,0.05934718100890208,0.059111337515473185
2,7400001,60,64,20,338,0.05917159763313609,0.0591850759924691
2,7410001,60,64,20,338,0.05917159763313609,0.05925898875478689
2,7420001,59,64,20,341,0.05865102639296188,0.05933174522434657
2,7430001,59,64,20,341,0.05865102639296188,0.05934746847087492
2,7440001,59,64,20,341,0.05865102639296188,0.05940604434827332
2,7450001,59,63,21,344,0.061046511627906974,0.05945690512906722
2,7460001,59,63,21,344,0.061046511627906974,0.059305733455873096
2,7470001,59,63,20,343,0.05830903790087463,0.059127614294849196
2,7480001,59,63,20,343,0.05830903790087463,0.05862527974652929
2,7490001,59,63,20,343,0.05830903790087463,0.05822636837239236
2,7500001,59,64,20,341,0.05865102639296188,0.05792269204981318
2,7510001,59,64,20,341,0.05865102639296188,0.05771958358314833
2,7520001,59,64,20,341,0.05865102639296188,0.05760825704277712
2,7530001,59,64,20,341,0.05865102639296188,0.057510121101770964
2,7540001,59,64,20,341,0.05865102639296188,0.057355408246636805
2,7550001,59,64,20,341,0.05865102639296188,0.057406273540814824
2,7560001,59,64,20,341,0.05865102639296188,0.05759285121598401
2,7570001,59,63,20,345,0.057971014492753624,0.0578625783073651
2,7580001,59,63,21,346,0.06069364161849711,0.058323664913421225
2,7590001,53,55,18,295,0.061016949152542375,0.05892289018924224
2,7600001,53,55,18,295,0.061016949152542375,0.059770591233572215
2,7610001,54,56,18,301,0.059800664451827246,0.060595722323402455
2,7620001,54,56,18,301,0.059800664451827246,0.06150168885098636
2,7630001,54,56,18,306,0.058823529411764705,0.06244540501549005
2,7640001,54,55,18,308,0.05844155844155844,0.06306630881635611
2,7650001,53,55,18,306,0.058823529411764705,0.06341468813823967
2,7660001,53,55,18,306,0.058823529411764705,0.0632208661976106
2,7670001,53,55,18,300,0.06,0.06233167879509578
2,7680001,53,55,19,302,0.06291390728476821,0.0612785440933612
2,7690001,53,55,19,302,0.06291390728476821,0.06065649164909985
2,7700001,53,55,19,302,0.06291390728476821,0.05983674799297952
2,7710001,53,55,21,304,0.06907894736842106,0.05955404550560455
2,7720001,53,55,22,305,0.07213114754098361,0.05959967260048623
2,7730001,53,55,26,316,0.08227848101265822,0.06029184390298908
2,7740001,56,60,28,340,0.08235294117647059,0.06185171977567266
2,7750001,56,60,28,340,0.08235294117647059,0.06234796434150782
2,7760001,56,60,28,340,0.08235294117647059,0.06388249714282726
2,7770001,56,60,28,341,0.08211143695014662,0.06635209363708687
2,7780001,55,60,29,343,0.08454810495626822,0.07023873869086916
2,7790001,56,60,32,344,0.09302325581395349,0.07559169855355564
2,7800001,56,60,32,344,0.09302325581395349,0.08216828353839709
2,7810001,56,61,35,372,0.09408602150537634,0.08975542030251506
2,7820001,56,61,36,373,0.09651474530831099,0.09845501053163663
2,7830001,56,61,35,368,0.09510869565217392,0.10791857801219262
2,7840001,56,61,35,368,0.09510869565217392,0.11841166502717529
2,7850001,57,62,35,385,0.09090909090909091,0.12978362783814815
2,7860001,57,62,35,369,0.0948509485094851,0.14204531665626716
2,7870001,57,62,35,367,0.09536784741144415,0.1550630740515009
2,7880001,57,62,36,367,0.09809264305177112,0.1687184513441056
2,7890001,57,63,43,375,0.11466666666666667,0.1829145893586055
2,7900001,57,63,50,383,0.13054830287206268,0.1976104972142796
2,7910001,57,63,62,386,0.16062176165803108,0.2126551858920218
2,7920001,59,65,71,351,0.2022792022792023,0.2280575854398685
2,7930001,56,62,89,385,0.23116883116883116,0.24336469207728068
2,7940001,57,62,96,395,0.2430379746835443,0.2587375940227148
2,7950001,56,62,116,415,0.27951807228915665,0.27380161992447755
2,7960001,57,63,124,417,0.2973621103117506,0.2894452663876595
2,7970001,55,60,139,431,0.3225058004640371,0.30590315150306674
2,7980001,55,61,148,441,0.3356009070294785,0.32211224236217706
2,7990001,55,61,156,454,0.3436123348017621,0.3383974620837413
2,8000001,56,64,224,529,0.42344045368620037,0.3543995772708709
2,8010001,57,64,241,549,0.43897996357012753,0.36991691590852244
2,8020001,57,65,263,574,0.45818815331010454,0.3849553214092974
2,8030001,57,65,265,576,0.4600694444444444,0.399190340063742
2,8040001,56,63,277,606,0.4570957095709571,0.4123862392191933
2,8050001,55,62,287,625,0.4592,0.4254738778157069
2,8060001,55,62,298,639,0.46635367762128327,0.43848360868819314
2,8070001,55,62,312,667,0.46776611694152925,0.45046642412313953
2,8080001,54,62,330,690,0.4782608695652174,0.4616043035812886
2,8090001,54,61,338,702,0.48148148148148145,0.471663775539105
2,8100001,54,61,343,707,0.48514851485148514,0.4804227751375552
2,8110001,54,61,346,713,0.485273492286115,0.4859347035089228
2,8120001,54,61,348,717,0.48535564853556484,0.4908346956699904
2,8130001,54,61,351,720,0.4875,0.495165627580803
2,8140001,54,61,353,722,0.4889196675900277,0.49897037520134985
2,8150001,54,61,357,730,0.48904109589041095,0.5022918144916203
2,8160001,56,63,371,754,0.4920424403183024,0.5051728214116035
2,8170001,55,62,395,804,0.49129353233830847,0.5076562719212889
2,8180001,54,61,442,875,0.5051428571428571,0.5097850419806658
2,8190001,54,61,478,929,0.5145317545748116,0.5116020075497234
2,8200001,55,62,545,1022,0.5332681017612525,0.513150044588451
2,8210001,52,58,596,1149,0.5187119234116623,0.514472029056838
2,8220001,55,60,652,1315,0.4958174904942966,0.5156108369148734
2,8230001,55,61,702,1399,0.5017869907076483,0.516609344122547
2,8240001,55,61,705,1403,0.5024946543121882,0.5175104266398474
2,8250001,55,60,705,1401,0.5032119914346895,0.5183569604267643
2,8260001,55,60,730,1437,0.5080027835768963,0.5191918214432869
2,8270001,53,58,791,1551,0.5099935525467441,0.5200578856494046
2,8280001,53,59,844,1621,0.5206662553979026,0.5209980290051065
2,8290001,54,61,936,1727,0.5419803126809496,0.522055127470382
2,8300001,53,59,988,1840,0.5369565217391304,0.5232720570052207
2,8310001,51,57,1008,1948,0.5174537987679672,0.5246916935696112
2,8320001,51,57,1082,2053,0.5270336093521676,0.5263569131235433
2,8330001,51,58,1137,2145,0.5300699300699301,0.5283105916270061
2,8340001,51,58,1171,2190,0.534703196347032,0.5305956050399889
2,8350001,51,58,1226,2244,0.5463458110516934,0.533254829322481
3,1,55,59,205,2362,0.0867908552074513,0.087179541699143
3,10001,55,59,205,2362,0.0867908552074513,0.08700033677929644
3,20001,55,59,205,2362,0.0867908552074513,0.0868496183074176
3,30001,55,58,205,2366,0.08664412510566356,0.0867263500704032
3,40001,55,58,205,2366,0.08664412510566356,0.08662949585515001
3,50001,55,58,205,2366,0.08664412510566356,0.08655801944855473
3,60001,55,58,205,2366,0.08664412510566356,0.08651088463751412
3,70001,55,58,205,2366,0.08664412510566356,0.0864870552089249
3,80001,55,58,205,2365,0.08668076109936575,0.0864854949496838
3,90001,55,58,205,2364,0.08671742808798646,0.08650516764668754
3,100001,55,58,205,2364,0.08671742808798646,0.0865450370868329
3,110001,55,58,205,2364,0.08671742808798646,0.08660406705701656
3,120001,55,58,205,2363,0.086754126110876,0.08668122134413529
3,130001,55,58,205,2363,0.086754126110876,0.08677546373508581
3,140001,55,58,205,2348,0.0873083475298126,0.08688575801676485
3,150001,55,58,205,2347,0.08734554750745632,0.08701106797606914
3,160001,55,58,205,2346,0.08738277919863598,0.08715035739989542
3,170001,55,58,205,2345,0.08742004264392324,0.08730259007514043
3,180001,55,58,205,2345,0.08742004264392324,0.0874667297887009
3,190001,55,58,205,2344,0.08745733788395904,0.08764174032747356
3,200001,55,59,204,2317,0.0880448856279672,0.08782658547835513
3,210001,55,59,204,2314,0.0881590319792567,0.08802022902824237
